summary,eval_model_name,n,rouge1_f1_mean,rouge2_f1_mean,rougeL_f1_mean,bertscore_precision_mean,bertscore_recall_mean,bertscore_f1_mean,gold_word_count_mean,model_word_count_mean,domain,source_model,success_binary
by_eval_model,claude_sonnet_4_6,138,0.5545577228747459,0.2863419115935936,0.3983795814519142,,,,108.8768115942029,201.18115942028984,,,
by_eval_model,gpt_5_5,138,0.6455055700648222,0.316726790151547,0.4718906355361313,,,,108.8768115942029,117.08695652173913,,,
by_eval_model_and_domain,claude_sonnet_4_6,20,0.5831063817844483,0.30752265282348346,0.44369714870722426,,,,91.15,158.2,chrome,,
by_eval_model_and_domain,claude_sonnet_4_6,18,0.546729628869558,0.2835956917666337,0.40193287787472226,,,,107.0,200.16666666666666,gimp,,
by_eval_model_and_domain,claude_sonnet_4_6,22,0.5313155465914012,0.248061171431294,0.35451370076491523,,,,139.22727272727272,248.3181818181818,libreoffice_calc,,
by_eval_model_and_domain,claude_sonnet_4_6,22,0.5485678016230368,0.2878388807212238,0.39520042431807956,,,,109.22727272727273,195.72727272727272,libreoffice_impress,,
by_eval_model_and_domain,claude_sonnet_4_6,4,0.6192536452565522,0.3405836546532001,0.45309527654731147,,,,85.25,149.0,libreoffice_writer,,
by_eval_model_and_domain,claude_sonnet_4_6,20,0.5892435221691795,0.305693981643895,0.4051615860473944,,,,124.95,219.85,multi_apps,,
by_eval_model_and_domain,claude_sonnet_4_6,4,0.5337147749977186,0.27655961084130115,0.37360481128352185,,,,90.5,190.75,os,,
by_eval_model_and_domain,claude_sonnet_4_6,10,0.5151630168414242,0.26001352568860703,0.38341571799606994,,,,91.1,193.5,thunderbird,,
by_eval_model_and_domain,claude_sonnet_4_6,12,0.5386547137274192,0.2893244281572187,0.40112180155750193,,,,95.5,198.16666666666666,vlc,,
by_eval_model_and_domain,claude_sonnet_4_6,6,0.5426733805187288,0.3026210091104762,0.38604764028780636,,,,91.83333333333333,193.0,vs_code,,
by_eval_model_and_domain,gpt_5_5,20,0.6337142482268817,0.323435181782737,0.4916438131397299,,,,91.15,105.7,chrome,,
by_eval_model_and_domain,gpt_5_5,18,0.6329076563549646,0.30489168888958634,0.4678099462037129,,,,107.0,119.05555555555556,gimp,,
by_eval_model_and_domain,gpt_5_5,22,0.6244027252323173,0.2864230309704612,0.4344278218874045,,,,139.22727272727272,146.9090909090909,libreoffice_calc,,
by_eval_model_and_domain,gpt_5_5,22,0.6347246022109746,0.3067321482141762,0.4684059798613505,,,,109.22727272727273,105.72727272727273,libreoffice_impress,,
by_eval_model_and_domain,gpt_5_5,4,0.7034259892154628,0.3965884536394164,0.5729323308270677,,,,85.25,91.0,libreoffice_writer,,
by_eval_model_and_domain,gpt_5_5,20,0.6497930682020564,0.3138776142394177,0.45460024467508475,,,,124.95,135.35,multi_apps,,
by_eval_model_and_domain,gpt_5_5,4,0.6244806183654478,0.2893598068598069,0.42337256020300346,,,,90.5,108.0,os,,
